filename,action,column,tips_detected,yolo_liquid_tips,green_liquid_tips,liquid_detected,tip_1_yolo_liquid,tip_1_yolo_fill,tip_1_yolo_conf,tip_1_green_ratio,tip_1_green_height,tip_2_yolo_liquid,tip_2_yolo_fill,tip_2_yolo_conf,tip_2_green_ratio,tip_2_green_height,tip_3_yolo_liquid,tip_3_yolo_fill,tip_3_yolo_conf,tip_3_green_ratio,tip_3_green_height,tip_4_yolo_liquid,tip_4_yolo_fill,tip_4_yolo_conf,tip_4_green_ratio,tip_4_green_height,tip_5_yolo_liquid,tip_5_yolo_fill,tip_5_yolo_conf,tip_5_green_ratio,tip_5_green_height,tip_6_yolo_liquid,tip_6_yolo_fill,tip_6_yolo_conf,tip_6_green_ratio,tip_6_green_height,tip_7_yolo_liquid,tip_7_yolo_fill,tip_7_yolo_conf,tip_7_green_ratio,tip_7_green_height,tip_8_yolo_liquid,tip_8_yolo_fill,tip_8_yolo_conf,tip_8_green_ratio,tip_8_green_height,avg_yolo_fill,max_yolo_fill,avg_green,tip_9_yolo_liquid,tip_9_yolo_fill,tip_9_yolo_conf,tip_9_green_ratio,tip_9_green_height
20260326_122135_603055_after_aspirate_col_A1_liquid_in_tips.jpg,after_aspirate,A1,8,8,8,YES,YES,0.2737,0.6894,0.0601,0.3789,YES,0.3034,0.6617,0.0694,0.4637,YES,0.3168,0.6430,0.0782,0.3973,YES,0.3044,0.5514,0.1049,0.4576,YES,0.3418,0.6326,0.1237,0.4966,YES,0.3135,0.4760,0.1118,0.4478,YES,0.2189,0.6620,0.0837,0.4500,YES,0.3363,0.6385,0.0768,0.4271,0.3011,0.3418,0.0886,,,,,
20260326_122232_204876_after_aspirate_col_A2_liquid_in_tips.jpg,after_aspirate,A2,8,8,8,YES,YES,0.2909,0.6863,0.0552,0.3531,YES,0.2229,0.3885,0.0810,0.4266,YES,0.3025,0.7053,0.0798,0.4881,YES,0.3287,0.5607,0.1186,0.4396,YES,0.3626,0.4009,0.1159,0.4482,YES,0.3017,0.5183,0.1148,0.4714,YES,0.2150,0.6627,0.0836,0.4448,YES,0.3061,0.4666,0.0931,0.4694,0.2913,0.3626,0.0927,,,,,
20260326_122328_365348_after_aspirate_col_A3_liquid_in_tips.jpg,after_aspirate,A3,8,8,8,YES,YES,0.2911,0.7636,0.0719,0.4000,YES,0.3281,0.6002,0.0828,0.4966,YES,0.2995,0.5741,0.1048,0.4384,YES,0.3203,0.6530,0.1047,0.4595,YES,0.3407,0.5646,0.1223,0.4811,YES,0.3390,0.6101,0.1229,0.4610,YES,0.3013,0.7322,0.1053,0.4814,YES,0.3435,0.5305,0.0832,0.4576,0.3204,0.3435,0.0997,,,,,
20260326_122424_716758_after_aspirate_col_A4_liquid_in_tips.jpg,after_aspirate,A4,8,7,8,YES,YES,0.2913,0.6405,0.0560,0.3881,YES,0.3270,0.5873,0.0707,0.3849,YES,0.2958,0.6718,0.0824,0.4096,YES,0.3183,0.5748,0.1078,0.4644,YES,0.3276,0.4909,0.1205,0.4880,NO,0.0000,0.0000,0.1139,0.4847,YES,0.3105,0.6476,0.1047,0.4865,YES,0.3625,0.5109,0.0717,0.4831,0.2791,0.3625,0.0910,,,,,
20260326_122520_772486_after_aspirate_col_A5_liquid_in_tips.jpg,after_aspirate,A5,8,8,8,YES,YES,0.2846,0.7671,0.0602,0.3868,YES,0.3008,0.6964,0.0686,0.4034,YES,0.2985,0.6767,0.0980,0.4846,YES,0.3255,0.6875,0.1122,0.4545,YES,0.3154,0.6279,0.1156,0.4498,YES,0.2471,0.5575,0.0980,0.4653,YES,0.2863,0.6544,0.1024,0.4814,YES,0.3292,0.5646,0.0832,0.4490,0.2984,0.3292,0.0923,,,,,
20260326_122616_977330_after_aspirate_col_A6_liquid_in_tips.jpg,after_aspirate,A6,8,8,8,YES,YES,0.2881,0.7986,0.0536,0.3427,YES,0.3065,0.7372,0.0688,0.3793,YES,0.3077,0.6353,0.1014,0.4552,YES,0.2828,0.7084,0.1043,0.4459,YES,0.3214,0.5303,0.1121,0.4613,YES,0.2514,0.4151,0.0983,0.4689,YES,0.2322,0.7679,0.0854,0.4589,YES,0.1793,0.6847,0.0685,0.4154,0.2712,0.3214,0.0866,,,,,
20260326_122712_908408_after_aspirate_col_A7_liquid_in_tips.jpg,after_aspirate,A7,8,7,8,YES,YES,0.2985,0.7360,0.0626,0.3937,YES,0.3082,0.4890,0.0753,0.3836,YES,0.3044,0.6703,0.0864,0.4034,YES,0.3265,0.7192,0.1182,0.4555,YES,0.3474,0.4135,0.1206,0.4747,NO,0.0000,0.0000,0.1019,0.4673,YES,0.2219,0.7142,0.0920,0.4558,YES,0.3266,0.4704,0.0842,0.4542,0.2667,0.3474,0.0927,,,,,
20260326_122809_117415_after_aspirate_col_A8_liquid_in_tips.jpg,after_aspirate,A8,8,8,7,YES,YES,0.3008,0.6182,0.0640,0.3646,YES,0.2995,0.6865,0.0781,0.4000,YES,0.3065,0.6410,0.0953,0.4608,YES,0.3388,0.6724,0.1205,0.4696,YES,0.3085,0.3612,0.1152,0.4714,YES,0.2936,0.3588,0.1197,0.4832,YES,0.2528,0.5733,0.0931,0.4737,YES,0.2294,0.6392,0.0000,0.0000,0.2912,0.3388,0.0857,,,,,
20260326_122905_326573_after_aspirate_col_A9_liquid_in_tips.jpg,after_aspirate,A9,8,8,8,YES,YES,0.2804,0.7105,0.0569,0.3881,YES,0.3079,0.5482,0.0652,0.3788,YES,0.3203,0.7258,0.0886,0.4542,YES,0.3429,0.7022,0.1173,0.4490,YES,0.3256,0.6977,0.1185,0.4882,YES,0.2834,0.6203,0.1059,0.4463,YES,0.2498,0.7317,0.0821,0.4644,YES,0.1913,0.5725,0.0689,0.3954,0.2877,0.3429,0.0879,,,,,
20260326_123003_293998_after_aspirate_col_A10_liquid_in_tips.jpg,after_aspirate,A10,8,7,7,YES,YES,0.2791,0.6780,0.0573,0.3798,YES,0.3247,0.5949,0.0746,0.4639,YES,0.3302,0.5941,0.1097,0.4521,YES,0.3290,0.4556,0.1009,0.3939,NO,0.0000,0.0000,0.1215,0.4678,YES,0.2936,0.5801,0.1180,0.4747,YES,0.3030,0.6838,0.0982,0.4848,YES,0.1867,0.5410,0.0000,0.0000,0.2558,0.3302,0.0850,,,,,
20260326_122137_760481_before_dispense_col_A1_approaching_well.jpg,before_dispense,A1,8,8,8,YES,YES,0.2737,0.6484,0.0606,0.3781,YES,0.2965,0.5853,0.0668,0.4602,YES,0.3204,0.6403,0.0767,0.3993,YES,0.2922,0.5687,0.0987,0.4527,YES,0.3192,0.6565,0.1245,0.4655,YES,0.2231,0.4725,0.0918,0.4656,YES,0.2189,0.6663,0.0825,0.4667,YES,0.3265,0.6330,0.0764,0.4762,0.2838,0.3265,0.0847,,,,,
20260326_122234_360316_before_dispense_col_A2_approaching_well.jpg,before_dispense,A2,8,8,8,YES,YES,0.2836,0.7231,0.0575,0.3531,YES,0.3044,0.3715,0.0808,0.4589,YES,0.3035,0.7004,0.0780,0.4864,YES,0.3223,0.4782,0.1145,0.4444,YES,0.3309,0.3977,0.1091,0.4433,YES,0.2855,0.5044,0.1152,0.4832,YES,0.2133,0.6934,0.0848,0.4539,YES,0.2561,0.6156,0.0903,0.4762,0.2875,0.3309,0.0913,,,,,
20260326_122330_504464_before_dispense_col_A3_approaching_well.jpg,before_dispense,A3,8,8,8,YES,YES,0.2827,0.7366,0.0662,0.3965,YES,0.3458,0.5061,0.0856,0.4152,YES,0.3121,0.5465,0.1050,0.4403,YES,0.3140,0.6637,0.1028,0.4459,YES,0.3345,0.6334,0.1282,0.4983,YES,0.3256,0.6548,0.1153,0.4189,YES,0.2915,0.6530,0.1068,0.4898,YES,0.3580,0.5475,0.0883,0.4764,0.3205,0.3580,0.0998,,,,,
20260326_122426_887670_before_dispense_col_A4_approaching_well.jpg,before_dispense,A4,8,8,8,YES,YES,0.2859,0.6671,0.0552,0.3693,YES,0.3301,0.6002,0.0739,0.4828,YES,0.2891,0.6332,0.0780,0.4592,YES,0.3171,0.5431,0.1060,0.4564,YES,0.3226,0.5829,0.1225,0.4662,YES,0.3225,0.4303,0.1162,0.4831,YES,0.2979,0.6403,0.1012,0.4764,YES,0.3588,0.5382,0.0734,0.4865,0.3155,0.3588,0.0908,,,,,
20260326_122522_922710_before_dispense_col_A5_approaching_well.jpg,before_dispense,A5,8,8,8,YES,YES,0.3068,0.7260,0.0616,0.3798,YES,0.2988,0.6220,0.0686,0.4555,YES,0.2918,0.6671,0.1000,0.4471,YES,0.3160,0.6003,0.1164,0.4459,YES,0.3235,0.5864,0.1105,0.4613,YES,0.2480,0.5260,0.0968,0.4375,YES,0.2885,0.6541,0.1069,0.4949,YES,0.2408,0.5789,0.0884,0.4742,0.2893,0.3235,0.0936,,,,,
20260326_122619_124717_before_dispense_col_A6_approaching_well.jpg,before_dispense,A6,8,8,8,YES,YES,0.2871,0.7711,0.0573,0.3589,YES,0.3054,0.7338,0.0692,0.3780,YES,0.3046,0.6160,0.1067,0.4639,YES,0.3037,0.6957,0.0995,0.4444,YES,0.3160,0.5224,0.1146,0.4564,YES,0.2407,0.4667,0.0963,0.4557,YES,0.2274,0.7520,0.0827,0.4608,YES,0.1789,0.6794,0.0712,0.4197,0.2705,0.3160,0.0872,,,,,
20260326_122715_065971_before_dispense_col_A7_approaching_well.jpg,before_dispense,A7,8,7,8,YES,YES,0.3006,0.7300,0.0623,0.3902,YES,0.3148,0.4781,0.0722,0.3904,YES,0.3144,0.6591,0.0824,0.3973,YES,0.3234,0.6666,0.1166,0.4456,YES,0.3418,0.4245,0.1212,0.4830,NO,0.0000,0.0000,0.0914,0.4545,YES,0.2157,0.7287,0.0889,0.4558,YES,0.3255,0.5636,0.0840,0.4589,0.2670,0.3418,0.0899,,,,,
20260326_122811_272790_before_dispense_col_A8_approaching_well.jpg,before_dispense,A8,8,8,7,YES,YES,0.2920,0.6850,0.0653,0.3889,YES,0.3107,0.6369,0.0830,0.3897,YES,0.2948,0.6785,0.0912,0.4369,YES,0.3491,0.6397,0.1215,0.4561,YES,0.3318,0.3751,0.1170,0.4732,YES,0.2730,0.3699,0.1163,0.4714,YES,0.2503,0.5810,0.0942,0.4754,YES,0.2271,0.6098,0.0000,0.0000,0.2911,0.3491,0.0861,,,,,
20260326_122907_486251_before_dispense_col_A9_approaching_well.jpg,before_dispense,A9,8,8,8,YES,YES,0.2958,0.6587,0.0616,0.3868,YES,0.3100,0.5485,0.0651,0.3814,YES,0.3204,0.7454,0.0830,0.4096,YES,0.3388,0.7182,0.1159,0.4324,YES,0.3333,0.6358,0.1194,0.4848,YES,0.2724,0.5824,0.1031,0.4467,YES,0.2283,0.7113,0.0824,0.4628,YES,0.2030,0.5561,0.0691,0.4154,0.2878,0.3388,0.0874,,,,,
20260326_123005_451854_before_dispense_col_A10_approaching_well.jpg,before_dispense,A10,8,7,7,YES,YES,0.2772,0.6528,0.0532,0.3798,YES,0.3258,0.5855,0.0691,0.3801,YES,0.3291,0.5503,0.1075,0.4475,YES,0.3136,0.5491,0.0986,0.4542,NO,0.0000,0.0000,0.1179,0.4764,YES,0.3044,0.4704,0.1204,0.4696,YES,0.2974,0.6755,0.0962,0.4865,YES,0.1809,0.5287,0.0000,0.0000,0.2536,0.3291,0.0829,,,,,
20260326_122146_710807_after_dispense_col_A1_liquid_dispensed.jpg,after_dispense,A1,8,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,
20260326_122243_119868_after_dispense_col_A2_liquid_dispensed.jpg,after_dispense,A2,9,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000
20260326_122339_320087_after_dispense_col_A3_liquid_dispensed.jpg,after_dispense,A3,8,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,
20260326_122435_789839_after_dispense_col_A4_liquid_dispensed.jpg,after_dispense,A4,8,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,
20260326_122531_857581_after_dispense_col_A5_liquid_dispensed.jpg,after_dispense,A5,8,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,
20260326_122627_936651_after_dispense_col_A6_liquid_dispensed.jpg,after_dispense,A6,8,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,
20260326_122723_966410_after_dispense_col_A7_liquid_dispensed.jpg,after_dispense,A7,8,1,0,NO,YES,0.2167,0.5170,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0271,0.2167,0.0000,,,,,
20260326_122820_177319_after_dispense_col_A8_liquid_dispensed.jpg,after_dispense,A8,8,1,0,NO,YES,0.2025,0.4469,0.0015,0.0104,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0253,0.2025,0.0002,,,,,
20260326_122916_451357_after_dispense_col_A9_liquid_dispensed.jpg,after_dispense,A9,8,0,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,
20260326_123014_510685_after_dispense_col_A10_liquid_dispensed.jpg,after_dispense,A10,8,1,0,NO,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,YES,0.0848,0.4189,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,NO,0.0000,0.0000,0.0000,0.0000,0.0106,0.0848,0.0000,,,,,
